Id,SalePrice
1461,125379.86770798932
1462,148313.1430294351
1463,184078.00108364737
1464,203135.79712822917
1465,198367.97893961417
1466,187468.40196494496
1467,162517.5831978542
1468,171309.0900429107
1469,194512.9081696477
1470,133263.85876352433
1471,157687.80015467576
1472,102330.24383758343
1473,102440.48470857018
1474,144926.86982154334
1475,124130.28297588881
1476,346634.3521241896
1477,231604.68443516528
1478,324652.3180826705
1479,356336.38759665197
1480,444597.4784578162
1481,283467.6589645118
1482,212863.9068326112
1483,170330.6059665366
1484,160824.1451481455
1485,211783.4997561903
1486,197284.12614602386
1487,367358.17709584266
1488,241740.6972332249
1489,199866.9587333204
1490,222149.72676628866
1491,198887.33231066517
1492,102921.23757652639
1493,184716.6837458158
1494,296376.80542284023
1495,281034.08035701036
1496,204735.44222482436
1497,197445.1130863047
1498,220412.10204042302
1499,184329.1922625908
1500,183164.28982916602
1501,156167.68847504133
1502,161191.36687642208
1503,216604.29462457378
1504,238090.1516533465
1505,213278.44771572805
1506,163533.20470873814
1507,250455.83090323248
1508,205946.70255690764
1509,143642.45491614944
1510,142134.83285486972
1511,175119.91976928528
1512,140446.03836201614
1513,178987.77185995597
1514,129226.8032194343
1515,155537.75271071895
1516,145229.88274727194
1517,171694.50832387462
1518,124577.35829279108
1519,176181.75786145404
1520,137995.86234912014
1521,135298.81696408815
1522,160972.29108583202
1523,130708.43172556421
1524,120459.77391001141
1525,114865.77530255269
1526,113868.33636634667
1527,123402.99903761144
1528,109417.89588925161
1529,146491.1213115574
1530,183563.14123674217
1531,149668.19458099102
1532,95666.6357251883
1533,123238.7914482263
1534,121480.68253571153
1535,132743.68035953864
1536,96474.98354809341
1537,90933.38284908811
1538,122178.71799852367
1539,150445.11631049373
1540,67325.99693881732
1541,130894.1999067809
1542,123057.38594265928
1543,145075.64093368108
1544,91618.9713856588
1545,116675.15509693006
1546,155484.77932568008
1547,143352.7306882758
1548,132409.01305257238
1549,127718.7633087292
1550,141003.2264304898
1551,99127.76523818786
1552,164727.43753775398
1553,124019.71827936234
1554,111237.13544989434
1555,164674.55524371073
1556,114054.22787324752
1557,95628.45276588616
1558,107884.22729203007
1559,88632.67530281462
1560,154001.05472379827
1561,83614.45995979059
1562,148765.7388860221
1563,132005.25344356018
1564,176927.79874941916
1565,172190.81163454725
1566,245079.24800071566
1567,98085.08299965358
1568,225013.09670325657
1569,170859.3505463671
1570,141257.03552766406
1571,95438.41521000626
1572,122345.04624350631
1573,283073.96252738556
1574,117731.3610408585
1575,272457.7956773458
1576,269564.632250384
1577,193385.55733416628
1578,141544.34919656243
1579,144039.95163204428
1580,184104.91117540307
1581,176737.1582026085
1582,130577.99987107691
1583,262338.63502902474
1584,232653.3008747881
1585,152122.00330125593
1586,86602.31305691593
1587,127588.84483699693
1588,142458.01253869288
1589,99916.31068825605
1590,114516.3641902158
1591,111967.92208699578
1592,117004.56593037854
1593,145728.74637240017
1594,163703.2749988619
1595,130082.6112584525
1596,230366.97450220262
1597,166383.50589762453
1598,195578.6992555462
1599,200361.68623567757
1600,175790.12256124057
1601,114494.2942475654
1602,139888.9520272026
1603,82745.53227906731
1604,248459.83123895302
1605,230909.10845860248
1606,161666.42066746758
1607,172818.4067591253
1608,221944.27296778854
1609,178878.26671100053
1610,142833.943199094
1611,147566.54645808373
1612,189771.52427245534
1613,180324.7430017795
1614,116796.53325937851
1615,82269.58312288945
1616,77771.78949286761
1617,88059.02590277576
1618,152183.3757429165
1619,166736.65951560374
1620,177272.18353423214
1621,145933.2461026497
1622,160106.49136715318
1623,240951.89354001533
1624,221688.21747553177
1625,119835.2629401244
1626,155847.29491379505
1627,182708.9786021999
1628,268083.14352831716
1629,187667.23224650885
1630,276634.2710359116
1631,221502.79825378413
1632,214175.66238892116
1633,190220.371097531
1634,185944.14888697574
1635,199706.47081287016
1636,179757.62521283003
1637,226511.39185466937
1638,200248.60030349373
1639,159876.44074916962
1640,198052.11054503816
1641,157622.94448186777
1642,290621.26534173347
1643,215343.1778402487
1644,233972.22391346336
1645,178945.12941893385
1646,168768.94420649396
1647,152101.3513711982
1648,129107.99157500171
1649,134573.81451387279
1650,117246.95119789304
1651,118078.04318678004
1652,99788.48823914923
1653,101568.47091004616
1654,144792.0204578769
1655,134699.99927697322
1656,139996.90196317917
1657,140746.90227002723
1658,152193.15898397902
1659,115877.03129945653
1660,181177.55556978539
1661,416998.11125223106
1662,405532.74705877557
1663,364939.55816322716
1664,417459.56024199515
1665,326192.6916045486
1666,360102.5178170954
1667,365839.9429240336
1668,438195.29326088977
1669,322040.1161306578
1670,336012.5245455021
1671,245374.7738574677
1672,333229.4325483898
1673,279410.30190557573
1674,247412.70312254012
1675,202128.834485778
1676,217450.65905462156
1677,208937.0767265372
1678,457994.8334554803
1679,356616.1482698507
1680,296226.3789607752
1681,262153.7313398026
1682,322635.1764200442
1683,196889.85308665593
1684,202029.03367753763
1685,203681.89812640718
1686,174193.35659293932
1687,211124.73877882262
1688,193528.97163515707
1689,214835.60325497232
1690,208374.52200971186
1691,205264.33860602067
1692,250348.95762542047
1693,196054.92922643697
1694,184355.39329851107
1695,179130.58663484684
1696,245965.54487115142
1697,170381.20227885997
1698,320282.5727064248
1699,316921.9754486294
1700,286432.9003752572
1701,293122.3504187168
1702,223868.88830885995
1703,217122.15682115575
1704,243004.4480256637
1705,266493.1552299498
1706,394439.0730238641
1707,197856.2413024845
1708,196229.97241885355
1709,240841.082775497
1710,224324.92232455208
1711,304204.4425271305
1712,215651.15401810614
1713,246200.09865697572
1714,181935.92866931637
1715,207274.11789778882
1716,171763.96905000083
1717,174650.8686453205
1718,130555.77212426256
1719,203558.3418862564
1720,225139.19189525375
1721,169258.40296853072
1722,130184.1042750354
1723,163932.9634688928
1724,196136.18805264964
1725,259289.06921463285
1726,213327.29800838436
1727,149044.1451757865
1728,194294.2755299605
1729,165379.12841890845
1730,149127.7092307576
1731,125288.816954488
1732,133673.13775032546
1733,116109.86532007041
1734,146840.29813923343
1735,135726.88415139946
1736,111004.91510601011
1737,255699.42272237386
1738,268449.17008794367
1739,250340.08329191874
1740,215679.20774093413
1741,221590.59070994862
1742,158081.49880898194
1743,171430.2613007402
1744,292364.28744724253
1745,175887.80821606613
1746,197438.79090812555
1747,239748.79700352967
1748,221441.52452515668
1749,159214.10914076812
1750,120474.69505523662
1751,269236.57588026416
1752,125693.99554221421
1753,133827.74584354594
1754,170899.44726903707
1755,186312.4444008306
1756,116207.90889716845
1757,128447.06004013962
1758,161567.79137001032
1759,145518.44649611673
1760,167240.05026962305
1761,144746.54405115245
1762,179054.8205841246
1763,162163.6809346671
1764,130898.68047254362
1765,93077.55384987754
1766,166692.07277744083
1767,161933.7608871222
1768,134528.14868519796
1769,153707.91238782645
1770,143520.96006113672
1771,114936.41533546867
1772,131125.24800825142
1773,153160.29360135933
1774,136465.52254075807
1775,133496.50855803213
1776,128134.78822630152
1777,117900.19882395036
1778,148194.29223254698
1779,144394.33786584792
1780,132745.9022863843
1781,120827.39229009273
1782,114974.44653061168
1783,143429.83591507436
1784,108934.02281059393
1785,126262.84160240125
1786,127398.79769311186
1787,129908.42003476384
1788,76768.20487718035
1789,109565.78071942121
1790,105589.25451520436
1791,172737.16596097834
1792,118932.0335559239
1793,118721.0435441816
1794,155156.40312826756
1795,130678.69440882381
1796,187629.77622397806
1797,109814.22699078673
1798,125117.11144020666
1799,114271.02034248697
1800,130544.57410745889
1801,118998.29327422875
1802,102200.1076506724
1803,139143.39448940282
1804,162862.69804026044
1805,137486.2050915102
1806,118915.22850031717
1807,111988.66870884006
1808,124391.09480900354
1809,105119.4632040857
1810,129600.4475676839
1811,49044.313801146665
1812,95627.16957875414
1813,123382.94248386635
1814,124007.94085150857
1815,78222.59406153648
1816,107860.85437268016
1817,138620.01087698815
1818,143877.12265802766
1819,160586.6659896339
1820,81386.60048490536
1821,117513.01853652282
1822,138970.75061055916
1823,61679.966185693236
1824,105036.78617533128
1825,150940.91790900516
1826,127568.77069270817
1827,102151.82904018853
1828,127048.51021717188
1829,141838.43941892355
1830,115171.67437242645
1831,107631.59903225403
1832,81577.71584541259
1833,111786.36380601735
1834,125826.31959682849
1835,81438.15550980302
1836,111822.79072800647
1837,97911.8817039218
1838,93437.93823539479
1839,124272.35288572934
1840,125528.88898134932
1841,125993.96621968268
1842,106701.23361144723
1843,149716.89898221657
1844,162565.4727873222
1845,170579.22109637415
1846,164901.91482624557
1847,172626.8827654169
1848,73791.67308711179
1849,105932.47636840533
1850,123005.36781747329
1851,140338.8059828682
1852,155559.1179214461
1853,129505.61391724601
1854,163459.69548917227
1855,185889.60250629735
1856,226631.94611461464
1857,137752.5226294971
1858,137436.53735911893
1859,108009.34176019214
1860,197739.87423857636
1861,106988.25897778646
1862,328162.05044446484
1863,306923.6686841325
1864,306923.6686841325
1865,378991.34739015554
1866,327535.1674445986
1867,218623.04134879628
1868,275572.4333148344
1869,209060.9058315443
1870,202336.66033175107
1871,281492.5543796569
1872,201170.43298780176
1873,235592.18790118425
1874,141950.92253670216
1875,177048.54334714517
1876,199852.37542052486
1877,187287.65761511
1878,216278.9066588637
1879,149859.00676000223
1880,136927.308147127
1881,238400.05841694918
1882,222320.6479427838
1883,193069.68526622566
1884,203645.6773705307
1885,206492.20506840668
1886,271157.05300207017
1887,193902.0794649975
1888,218435.82389803708
1889,187182.90558848807
1890,122807.88465056816
1891,120435.79375746803
1892,114159.73849435114
1893,118114.15620557923
1894,105378.89666409108
1895,138533.29399732736
1896,149937.4965134099
1897,161519.95605845636
1898,123289.16833498368
1899,167069.82772992176
1900,152870.7133748183
1901,202853.79070114912
1902,152621.42461713095
1903,249836.59692334174
1904,155791.7002860479
1905,168691.28421482327
1906,78870.73457367277
1907,167731.14790499775
1908,126282.73410109241
1909,163855.4410910643
1910,145303.45050447958
1911,185786.91861206884
1912,238736.36503242905
1913,130659.00154566589
1914,65585.28068505733
1915,328775.0991660703
1916,88202.21975296777
1917,242479.60262626578
1918,156617.4099374828
1919,162810.2268040056
1920,140219.6846609047
1921,380227.311098611
1922,337414.75404031546
1923,198472.2519410268
1924,236930.17521926772
1925,191802.87187195965
1926,429503.58797161066
1927,148112.04321364197
1928,167117.26934328483
1929,143192.86069181687
1930,161776.22765115948
1931,167185.37094245345
1932,145995.26531558388
1933,242506.63506374985
1934,172856.13695954808
1935,165966.40746818547
1936,190648.96739740297
1937,191351.80360296756
1938,167634.1905263492
1939,294776.7164161144
1940,202963.04964141417
1941,178149.91275094266
1942,180857.6276656797
1943,237860.8515793985
1944,462566.5811489467
1945,429314.24172808166
1946,145360.49061406992
1947,353321.64805266657
1948,184101.46865473466
1949,267113.43922285456
1950,169528.20528492215
1951,227661.856369906
1952,193765.75350590673
1953,180195.7492343959
1954,176795.62740491907
1955,125037.58827134798
1956,388614.3108465029
1957,147013.5846917265
1958,273089.8630569791
1959,148255.39536453207
1960,131550.1833168963
1961,139901.84377059634
1962,98796.36314841411
1963,105763.83274855567
1964,104004.04560847448
1965,135831.11390103144
1966,123304.99607101388
1967,291124.33947787195
1968,374262.67893088685
1969,369552.95099102065
1970,371827.2216925969
1971,495953.0835158749
1972,383586.8072357134
1973,296669.9718208781
1974,362409.0352152999
1975,615170.2663790287
1976,248483.08671487
1977,317829.66086368985
1978,303701.85074253444
1979,276494.3832999895
1980,204436.40808636838
1981,314697.35632497375
1982,215274.12118808203
1983,216014.66421181752
1984,169068.8976007168
1985,202450.88593094287
1986,193836.59863595935
1987,221425.60368493616
1988,200683.17133576333
1989,195137.82922463826
1990,213480.78692094365
1991,214060.9535282468
1992,207453.36699492048
1993,201044.51049724352
1994,207487.68116806893
1995,169017.75951250838
1996,312183.783636389
1997,316791.3844181404
1998,265414.187726522
